Date,CustomerID,Product,Category,Region,Quantity,Revenue,Cost,Profit,Discount
2025-08-17,CUST-02356,Product D,Apparel,South,3,128.25,91.64,36.61,5.0
2025-08-17,CUST-01921,Product A,Electronics,North,2,506.0,327.59,178.41,0.0
2025-08-18,CUST-01101,Product D,Apparel,West,5,236.25,159.72,76.53,0.0
2025-08-18,CUST-02840,Product E,Apparel,North,1,58.65,41.64,17.01,15.0
2025-08-18,CUST-01453,Product C,Home & Kitchen,West,5,446.25,290.02,156.23,0.0
2025-08-18,CUST-01167,Product E,Apparel,North,3,207.0,115.98,91.02,0.0
2025-08-18,CUST-02250,Product A,Electronics,South,4,880.0,544.66,335.34,0.0
2025-08-18,CUST-01645,Product B,Electronics,North,6,2346.0,1378.97,967.03,0.0
2025-08-18,CUST-02437,Product A,Electronics,South,2,440.0,287.69,152.31,0.0
2025-08-18,CUST-02165,Product C,Home & Kitchen,North,6,586.5,355.39,231.11,0.0
2025-08-18,CUST-02509,Product C,Home & Kitchen,West,1,89.25,49.5,39.75,0.0
2025-08-18,CUST-02246,Product A,Electronics,North,1,253.0,176.64,76.36,0.0
2025-08-18,CUST-01977,Product C,Home & Kitchen,North,1,97.75,63.53,34.22,0.0
2025-08-18,CUST-02228,Product E,Apparel,West,2,107.1,83.39,23.71,15.0
2025-08-18,CUST-02149,Product C,Home & Kitchen,East,4,306.0,183.21,122.79,0.0
2025-08-18,CUST-01871,Product A,Electronics,East,3,564.3,341.94,222.36,5.0
2025-08-18,CUST-01488,Product A,Electronics,East,3,564.3,353.37,210.93,5.0
2025-08-18,CUST-02492,Product E,Apparel,South,3,180.0,123.74,56.26,0.0
2025-08-18,CUST-00470,Product B,Electronics,East,3,918.0,520.11,397.89,0.0
2025-08-18,CUST-02988,Product D,Apparel,South,4,162.0,116.14,45.86,10.0
2025-08-18,CUST-01268,Product D,Apparel,South,1,45.0,28.8,16.2,0.0
2025-08-18,CUST-01470,Product E,Apparel,South,5,300.0,168.38,131.62,0.0
2025-08-18,CUST-00078,Product B,Electronics,West,4,1428.0,969.09,458.91,0.0
2025-08-18,CUST-00682,Product A,Electronics,North,4,1012.0,580.25,431.75,0.0
2025-08-18,CUST-01080,Product E,Apparel,North,2,138.0,88.96,49.04,0.0
2025-08-18,CUST-00959,Product A,Electronics,West,4,877.8,589.62,288.18,5.0
2025-08-18,CUST-00931,Product C,Home & Kitchen,North,1,87.98,64.51,23.47,10.0
2025-08-18,CUST-01841,Product E,Apparel,East,3,137.7,102.03,35.67,15.0
2025-08-18,CUST-00808,Product C,Home & Kitchen,North,1,97.75,62.91,34.84,0.0
2025-08-18,CUST-00900,Product C,Home & Kitchen,West,2,178.5,105.33,73.17,0.0
2025-08-18,CUST-01657,Product A,Electronics,South,1,198.0,124.49,73.51,10.0
2025-08-18,CUST-02530,Product D,Apparel,North,6,310.5,186.06,124.44,0.0
2025-08-18,CUST-00726,Product C,Home & Kitchen,South,5,425.0,276.23,148.77,0.0
2025-08-18,CUST-01743,Product B,Electronics,North,1,351.9,227.8,124.1,10.0
2025-08-18,CUST-01777,Product C,Home & Kitchen,West,7,624.75,386.04,238.71,0.0
2025-08-18,CUST-00770,Product E,Apparel,South,1,60.0,36.5,23.5,0.0
2025-08-18,CUST-01488,Product B,Electronics,West,1,321.3,227.52,93.78,10.0
2025-08-18,CUST-02693,Product A,Electronics,North,1,253.0,158.51,94.49,0.0
2025-08-18,CUST-01053,Product A,Electronics,East,2,396.0,247.0,149.0,0.0
2025-08-18,CUST-01159,Product C,Home & Kitchen,North,4,391.0,215.29,175.71,0.0
2025-08-18,CUST-00856,Product D,Apparel,North,2,98.32,57.26,41.06,5.0
2025-08-18,CUST-02350,Product A,Electronics,West,4,877.8,608.13,269.67,5.0
2025-08-18,CUST-00748,Product C,Home & Kitchen,West,2,178.5,100.97,77.53,
2025-08-18,CUST-01951,Product B,Electronics,West,3,910.35,683.52,226.83,15.0
2025-08-18,CUST-02638,Product B,Electronics,East,2,612.0,340.47,271.53,0.0
2025-08-18,CUST-02104,Product A,Electronics,North,1,253.0,169.94,83.06,0.0
2025-08-18,CUST-00868,Product B,Electronics,East,1,306.0,173.55,132.45,0.0
2025-08-19,CUST-02511,Product A,Electronics,North,3,759.0,425.87,333.13,0.0
2025-08-19,CUST-01489,Product E,Apparel,North,7,483.0,279.89,203.11,0.0
2025-08-19,CUST-01013,Product E,Apparel,South,3,180.0,123.83,56.17,0.0
2025-08-19,CUST-00018,Product D,Apparel,East,2,72.9,54.69,18.21,10.0
2025-08-19,CUST-02869,Product A,Electronics,North,1,253.0,159.67,93.33,0.0
2025-08-19,CUST-00534,Product C,Home & Kitchen,North,4,391.0,226.23,164.77,0.0
2025-08-19,CUST-01858,Product A,Electronics,West,2,462.0,273.99,188.01,0.0
2025-08-19,CUST-00843,Product A,Electronics,East,7,1386.0,794.58,591.42,0.0
2025-08-19,CUST-00479,Product B,Electronics,South,1,272.0,231.2,40.8,20.0
2025-08-19,CUST-01281,Product A,Electronics,East,1,198.0,134.69,63.31,0.0
2025-08-19,CUST-01859,Product B,Electronics,North,2,782.0,504.54,277.46,0.0
2025-08-19,CUST-01949,Product C,Home & Kitchen,South,2,161.5,99.12,62.38,5.0
2025-08-19,CUST-01468,Product A,Electronics,West,1,207.9,152.11,55.79,10.0
2025-08-19,CUST-00851,Product C,Home & Kitchen,West,2,178.5,124.2,54.3,0.0
2025-08-19,CUST-01698,Product E,Apparel,West,1,63.0,43.23,19.77,0.0
2025-08-19,CUST-01984,Product A,Electronics,South,3,660.0,378.81,281.19,0.0
2025-08-19,CUST-01201,Product B,Electronics,North,2,664.7,467.41,197.29,15.0
2025-08-19,CUST-02499,Product B,Electronics,West,4,1428.0,899.52,528.48,0.0
2025-08-19,CUST-02930,Product E,Apparel,North,1,65.55,46.1,19.45,5.0
2025-08-19,CUST-02773,Product C,Home & Kitchen,North,1,97.75,63.08,34.67,0.0
2025-08-19,CUST-00734,Product B,Electronics,East,2,612.0,397.21,214.79,0.0
2025-08-19,CUST-01302,Product E,Apparel,South,1,60.0,33.49,26.51,0.0
2025-08-19,CUST-01014,Product A,Electronics,North,2,430.1,309.14,120.96,15.0
2025-08-19,CUST-02203,Product A,Electronics,North,4,961.4,699.45,261.95,5.0
2025-08-19,CUST-00429,Product B,Electronics,South,3,1020.0,704.99,315.01,0.0
2025-08-19,CUST-00230,Product C,Home & Kitchen,North,3,263.92,192.09,71.83,10.0
2025-08-19,CUST-02908,Product D,Apparel,West,2,94.5,65.42,29.08,0.0
2025-08-19,CUST-02899,Product C,Home & Kitchen,North,8,782.0,544.77,237.23,0.0
2025-08-19,CUST-02111,Product C,Home & Kitchen,East,2,153.0,100.71,52.29,0.0
2025-08-19,CUST-00719,Product C,Home & Kitchen,South,3,216.75,176.46,40.29,15.0
2025-08-19,CUST-01263,Product B,Electronics,West,4,1428.0,944.56,483.44,0.0
2025-08-19,CUST-02219,Product D,Apparel,North,2,93.15,66.74,26.41,10.0
2025-08-19,CUST-00851,Product E,Apparel,North,1,69.0,40.93,28.07,0.0
2025-08-19,CUST-01614,Product C,Home & Kitchen,West,4,357.0,211.29,145.71,0.0
2025-08-19,CUST-02429,Product C,Home & Kitchen,North,3,293.25,204.25,89.0,0.0
2025-08-19,CUST-00309,Product A,Electronics,North,1,253.0,168.1,84.9,0.0
2025-08-19,CUST-02055,Product B,Electronics,South,3,1020.0,568.78,451.22,0.0
2025-08-19,CUST-02747,Product B,Electronics,South,1,340.0,230.83,109.17,0.0
2025-08-19,CUST-01805,Product D,Apparel,South,4,171.0,104.03,66.97,5.0
2025-08-19,CUST-02530,Product D,Apparel,South,2,85.5,61.18,24.32,5.0
2025-08-19,CUST-02914,Product E,Apparel,East,2,108.0,65.59,42.41,0.0
2025-08-19,CUST-01794,Product A,Electronics,South,2,396.0,281.96,114.04,10.0
2025-08-19,CUST-00852,Product A,Electronics,North,2,506.0,288.33,217.67,0.0
2025-08-19,CUST-01800,Product A,Electronics,North,4,1012.0,661.65,350.35,0.0
2025-08-19,CUST-00093,Product E,Apparel,East,5,229.5,187.16,42.34,15.0
2025-08-19,CUST-02135,Product B,Electronics,South,3,969.0,598.99,370.01,5.0
2025-08-19,CUST-02365,Product A,Electronics,West,2,462.0,296.24,165.76,0.0
2025-08-19,CUST-01883,Product B,Electronics,South,2,646.0,392.67,253.33,5.0
2025-08-19,CUST-02113,Product A,Electronics,West,5,1155.0,738.9,416.1,0.0
2025-08-19,CUST-01145,Product C,Home & Kitchen,South,4,323.0,234.76,88.24,5.0
2025-08-19,CUST-01247,Product D,Apparel,East,4,162.0,97.69,64.31,0.0
2025-08-19,CUST-02165,Product E,Apparel,East,1,54.0,33.78,20.22,0.0
2025-08-19,CUST-01058,Product C,Home & Kitchen,East,3,206.55,154.03,52.52,10.0
2025-08-19,CUST-00188,Product A,Electronics,South,3,660.0,444.91,215.09,0.0
2025-08-19,CUST-02615,Product B,Electronics,South,2,680.0,472.54,207.46,0.0
2025-08-20,CUST-01595,Product A,Electronics,West,4,924.0,572.23,351.77,0.0
2025-08-20,CUST-02359,Product C,Home & Kitchen,South,3,255.0,177.17,77.83,0.0
2025-08-20,CUST-02660,Product B,Electronics,South,3,1020.0,607.2,412.8,0.0
2025-08-20,CUST-00928,Product A,Electronics,East,3,594.0,329.8,264.2,0.0
2025-08-20,CUST-01595,Product D,Apparel,North,5,258.75,172.37,86.38,0.0
2025-08-20,CUST-00287,Product E,Apparel,North,3,207.0,134.16,72.84,0.0
2025-08-20,CUST-02235,Product E,Apparel,West,5,315.0,201.93,113.07,0.0
2025-08-20,CUST-01584,Product C,Home & Kitchen,West,5,401.62,262.69,138.93,10.0
2025-08-20,CUST-02027,Product A,Electronics,West,4,831.6,619.6,212.0,10.0
2025-08-20,CUST-01966,Product A,Electronics,West,1,231.0,136.47,94.53,0.0
2025-08-20,CUST-02919,Product A,Electronics,North,2,506.0,342.57,163.43,0.0
2025-08-20,CUST-00569,Product A,Electronics,North,5,1265.0,838.31,426.69,0.0
2025-08-20,CUST-01774,Product B,Electronics,West,4,1213.8,951.9,261.9,15.0
2025-08-20,CUST-02853,Product E,Apparel,South,7,420.0,263.22,156.78,0.0
2025-08-20,CUST-01472,Product E,Apparel,South,2,120.0,78.25,41.75,0.0
2025-08-20,CUST-02642,Product E,Apparel,North,7,483.0,328.82,154.18,0.0
2025-08-20,CUST-02523,Product B,Electronics,East,1,306.0,193.5,112.5,0.0
2025-08-20,CUST-02523,Product A,Electronics,North,8,2024.0,1281.89,742.11,0.0
2025-08-20,CUST-00950,Product D,Apparel,North,5,219.94,171.16,48.78,15.0
2025-08-20,CUST-01423,Product D,Apparel,South,5,213.75,145.96,67.79,5.0
2025-08-20,CUST-01676,Product E,Apparel,South,3,180.0,110.35,69.65,0.0
2025-08-20,CUST-00663,Product E,Apparel,East,5,270.0,173.48,96.52,0.0
2025-08-20,CUST-01859,Product D,Apparel,North,3,124.2,104.82,19.38,20.0
2025-08-20,CUST-00845,Product A,Electronics,West,6,1386.0,968.02,417.98,0.0
2025-08-20,CUST-00550,Product E,Apparel,East,6,275.4,224.27,51.13,15.0
2025-08-20,CUST-01408,Product A,Electronics,East,1,188.1,112.77,75.33,5.0
2025-08-20,CUST-01469,Product E,Apparel,North,1,69.0,38.38,30.62,0.0
2025-08-20,CUST-01838,Product A,Electronics,South,3,660.0,418.75,241.25,0.0
2025-08-20,CUST-02781,Product B,Electronics,South,3,1020.0,671.95,348.05,0.0
2025-08-20,CUST-01281,Product B,Electronics,South,4,1360.0,804.04,555.96,0.0
2025-08-20,CUST-02263,Product C,Home & Kitchen,West,2,178.5,122.36,56.14,0.0
2025-08-20,CUST-01648,Product B,Electronics,West,3,1071.0,681.04,389.96,0.0
2025-08-20,CUST-01266,Product C,Home & Kitchen,North,2,166.18,116.49,49.69,15.0
2025-08-20,CUST-01890,Product E,Apparel,South,5,300.0,205.01,94.99,0.0
2025-08-20,CUST-02944,Product D,Apparel,North,1,43.99,33.96,10.03,15.0
2025-08-20,CUST-00001,Product A,Electronics,North,2,506.0,317.0,189.0,0.0
2025-08-20,CUST-01438,Product E,Apparel,South,2,120.0,69.89,50.11,0.0
2025-08-20,CUST-02397,Product E,Apparel,South,1,51.0,34.95,16.05,15.0
2025-08-20,CUST-00549,Product A,Electronics,South,1,198.0,131.5,66.5,10.0
2025-08-20,CUST-02181,Product C,Home & Kitchen,North,3,293.25,190.27,102.98,0.0
2025-08-20,CUST-00145,Product E,Apparel,South,1,60.0,39.68,20.32,0.0
2025-08-20,CUST-02014,Product C,Home & Kitchen,North,3,293.25,193.8,99.45,0.0
2025-08-20,CUST-00183,Product A,Electronics,North,4,809.6,705.69,103.91,20.0
2025-08-20,CUST-02248,Product D,Apparel,West,4,189.0,116.54,72.46,0.0
2025-08-20,CUST-00653,Product A,Electronics,South,2,440.0,291.44,148.56,0.0
2025-08-20,CUST-00749,Product B,Electronics,North,7,2737.0,1640.1,1096.9,0.0
2025-08-20,CUST-01694,Product E,Apparel,North,4,276.0,152.45,123.55,0.0
2025-08-20,CUST-00794,Product D,Apparel,East,4,162.0,104.91,57.09,0.0
2025-08-20,CUST-02326,Product A,Electronics,South,4,880.0,552.42,327.58,0.0
2025-08-21,CUST-02131,Product E,Apparel,North,4,262.2,187.87,74.33,5.0
2025-08-21,CUST-01697,Product C,Home & Kitchen,West,4,357.0,229.84,127.16,0.0
2025-08-21,CUST-02578,Product C,Home & Kitchen,East,2,153.0,100.22,52.78,0.0
2025-08-21,CUST-02852,Product B,Electronics,North,5,1955.0,1185.62,769.38,0.0
2025-08-21,CUST-00314,Product C,Home & Kitchen,West,5,423.94,290.79,133.15,5.0
2025-08-21,CUST-02347,Product C,Home & Kitchen,East,5,382.5,218.33,164.17,0.0
2025-08-21,CUST-00384,Product C,Home & Kitchen,South,3,216.75,161.52,55.23,15.0
2025-08-21,CUST-01256,Product D,Apparel,South,4,171.0,114.41,56.59,5.0
2025-08-21,CUST-01123,Product A,Electronics,South,2,396.0,250.56,145.44,10.0
2025-08-21,CUST-02633,Product A,Electronics,South,6,1254.0,807.54,446.46,5.0
2025-08-21,CUST-00070,Product C,Home & Kitchen,East,4,306.0,173.22,132.78,0.0
2025-08-21,CUST-01806,Product B,Electronics,West,2,714.0,434.98,279.02,0.0
2025-08-21,CUST-00228,Product C,Home & Kitchen,West,2,178.5,122.74,55.76,0.0
2025-08-21,CUST-00359,Product A,Electronics,East,1,198.0,113.3,84.7,0.0
2025-08-21,CUST-02649,Product A,Electronics,South,1,187.0,145.28,41.72,15.0
2025-08-21,CUST-00591,Product E,Apparel,West,3,189.0,130.03,58.97,0.0
2025-08-21,CUST-00292,Product B,Electronics,North,1,351.9,266.3,85.6,10.0
2025-08-21,CUST-01278,Product A,Electronics,East,4,792.0,488.62,303.38,0.0
2025-08-21,CUST-01396,Product E,Apparel,South,3,180.0,111.62,68.38,0.0
2025-08-21,CUST-02222,Product A,Electronics,West,1,231.0,149.93,81.07,0.0
2025-08-21,CUST-02382,Product C,Home & Kitchen,West,5,423.94,265.95,157.99,5.0
2025-08-21,CUST-02719,Product E,Apparel,West,6,378.0,223.26,154.74,0.0
2025-08-21,CUST-01429,Product A,Electronics,North,3,759.0,433.01,325.99,0.0
2025-08-21,CUST-01047,Product A,Electronics,East,4,752.4,463.5,288.9,5.0
2025-08-21,CUST-01865,Product C,Home & Kitchen,South,3,255.0,172.8,82.2,0.0
2025-08-21,CUST-02207,Product E,Apparel,South,3,180.0,117.72,62.28,0.0
2025-08-21,CUST-00304,Product D,Apparel,North,2,103.5,72.03,31.47,0.0
2025-08-21,CUST-02373,Product D,Apparel,East,3,121.5,72.19,49.31,0.0
2025-08-21,CUST-02230,Product C,Home & Kitchen,North,7,684.25,396.27,287.98,0.0
2025-08-21,CUST-01898,Product B,Electronics,East,2,612.0,345.08,266.92,0.0
2025-08-21,CUST-00893,Product B,Electronics,South,1,340.0,187.81,152.19,0.0
2025-08-21,CUST-02740,Product A,Electronics,South,1,187.0,138.43,48.57,15.0
2025-08-21,CUST-02920,Product E,Apparel,North,3,196.65,136.26,60.39,5.0
2025-08-22,CUST-01250,Product E,Apparel,East,4,194.4,142.67,51.73,10.0
2025-08-22,CUST-00780,Product E,Apparel,East,2,108.0,65.56,42.44,0.0
2025-08-22,CUST-01277,Product A,Electronics,South,3,660.0,397.94,262.06,0.0
2025-08-22,CUST-02509,Product A,Electronics,East,2,396.0,235.91,160.09,0.0
2025-08-22,CUST-02161,Product C,Home & Kitchen,North,1,83.09,68.3,14.79,15.0
2025-08-22,CUST-01908,Product D,Apparel,South,2,76.5,57.97,18.53,15.0
2025-08-22,CUST-00638,Product D,Apparel,West,2,94.5,64.41,30.09,0.0
2025-08-22,CUST-02068,Product D,Apparel,North,8,393.3,279.19,114.11,5.0
2025-08-22,CUST-01442,Product A,Electronics,West,5,1097.25,802.38,294.87,5.0
2025-08-22,CUST-02731,Product D,Apparel,South,3,128.25,87.97,40.28,5.0
2025-08-22,CUST-01700,Product B,Electronics,East,2,581.4,420.68,160.72,5.0
2025-08-22,CUST-01207,Product A,Electronics,South,2,440.0,288.16,151.84,0.0
2025-08-22,CUST-01950,Product B,Electronics,East,2,612.0,383.67,228.33,0.0
2025-08-22,CUST-01058,Product B,Electronics,North,5,1955.0,1129.14,825.86,0.0
2025-08-22,CUST-01221,Product B,Electronics,North,4,1564.0,874.86,689.14,0.0
2025-08-22,CUST-00950,Product D,Apparel,West,3,120.49,90.42,30.07,15.0
2025-08-22,CUST-00346,Product A,Electronics,East,2,376.2,261.51,114.69,5.0
2025-08-22,CUST-01418,Product D,Apparel,South,3,114.75,87.58,27.17,15.0
2025-08-22,CUST-01469,Product B,Electronics,East,1,306.0,174.33,131.67,0.0
2025-08-22,CUST-00191,Product B,Electronics,North,4,1564.0,1076.57,487.43,0.0
2025-08-22,CUST-01928,Product E,Apparel,East,1,51.3,30.04,21.26,5.0
2025-08-22,CUST-02775,Product B,Electronics,West,2,714.0,437.99,276.01,0.0
2025-08-22,CUST-02210,Product E,Apparel,East,4,216.0,124.83,91.17,0.0
2025-08-22,CUST-01074,Product A,Electronics,East,1,198.0,110.27,87.73,0.0
2025-08-22,CUST-01040,Product C,Home & Kitchen,East,1,68.85,46.23,22.62,10.0
2025-08-22,CUST-01854,Product B,Electronics,North,4,1564.0,1065.14,498.86,0.0
2025-08-22,CUST-01277,Product D,Apparel,South,2,85.5,53.39,32.11,5.0
2025-08-22,CUST-01164,Product A,Electronics,West,3,693.0,432.02,260.98,0.0
2025-08-22,CUST-02331,Product C,Home & Kitchen,South,3,255.0,158.62,96.38,0.0
2025-08-22,CUST-00685,Product C,Home & Kitchen,South,4,340.0,197.64,142.36,0.0
2025-08-22,CUST-01918,Product D,Apparel,North,4,175.95,113.9,62.05,15.0
2025-08-22,CUST-01719,Product E,Apparel,West,3,189.0,104.99,84.01,0.0
2025-08-22,CUST-00517,Product D,Apparel,North,4,207.0,127.32,79.68,0.0
2025-08-22,CUST-01457,Product A,Electronics,West,3,623.7,448.06,175.64,10.0
2025-08-22,CUST-01515,Product B,Electronics,North,4,1329.4,940.43,388.97,15.0
2025-08-22,CUST-01954,Product D,Apparel,East,7,255.15,195.56,59.59,10.0
2025-08-22,CUST-02421,Product A,Electronics,East,5,990.0,627.02,362.98,0.0
2025-08-22,CUST-01489,Product C,Home & Kitchen,South,3,255.0,163.19,91.81,0.0
2025-08-22,CUST-00506,Product B,Electronics,East,5,1530.0,901.56,628.44,0.0
2025-08-22,CUST-01967,Product C,Home & Kitchen,North,1,97.75,59.12,38.63,0.0
2025-08-22,CUST-00211,Product E,Apparel,West,2,100.8,87.63,13.17,20.0
2025-08-22,CUST-01593,Product A,Electronics,South,3,660.0,377.65,282.35,0.0
2025-08-22,CUST-01772,Product A,Electronics,North,7,1771.0,1021.71,749.29,0.0
2025-08-22,CUST-01523,Product C,Home & Kitchen,North,6,586.5,336.88,249.62,0.0
2025-08-22,CUST-00996,Product A,Electronics,South,2,440.0,269.93,170.07,0.0
2025-08-22,CUST-01527,Product C,Home & Kitchen,South,3,229.5,148.49,81.01,10.0
2025-08-22,CUST-02228,Product D,Apparel,West,1,47.25,32.51,14.74,0.0
2025-08-23,CUST-00427,Product D,Apparel,West,2,94.5,64.42,30.08,0.0
2025-08-23,CUST-01351,Product B,Electronics,North,2,625.6,434.14,191.46,20.0
2025-08-23,CUST-02797,Product C,Home & Kitchen,North,1,87.98,60.17,27.81,10.0
2025-08-23,CUST-01938,Product B,Electronics,West,7,2499.0,1500.97,998.03,0.0
2025-08-23,CUST-00977,Product A,Electronics,West,4,831.6,629.89,201.71,10.0
2025-08-23,CUST-01692,Product A,Electronics,North,2,480.7,292.79,187.91,5.0
2025-08-23,CUST-00653,Product D,Apparel,East,3,121.5,71.04,50.46,0.0
2025-08-23,CUST-01703,Product A,Electronics,North,2,506.0,316.22,189.78,0.0
2025-08-23,CUST-02340,Product D,Apparel,East,1,40.5,23.23,17.27,0.0
2025-08-23,CUST-01813,Product A,Electronics,West,5,1155.0,694.92,460.08,0.0
2025-08-23,CUST-00795,Product A,Electronics,South,5,1045.0,710.01,334.99,5.0
2025-08-23,CUST-02878,Product B,Electronics,North,2,742.9,496.45,246.45,5.0
2025-08-23,CUST-00436,Product A,Electronics,North,1,253.0,151.29,101.71,0.0
2025-08-23,CUST-01265,Product D,Apparel,West,3,120.49,89.06,31.43,15.0
2025-08-23,CUST-02911,Product E,Apparel,South,1,60.0,35.3,24.7,0.0
2025-08-23,CUST-02900,Product B,Electronics,South,2,612.0,453.78,158.22,10.0
2025-08-23,CUST-02682,Product E,Apparel,West,2,126.0,77.99,48.01,0.0
2025-08-23,CUST-00221,Product B,Electronics,South,1,289.0,220.9,68.1,15.0
2025-08-23,CUST-00443,Product E,Apparel,North,6,414.0,229.76,184.24,0.0
2025-08-23,CUST-02625,Product B,Electronics,South,3,918.0,697.64,220.36,10.0
2025-08-23,CUST-01069,Product D,Apparel,South,3,135.0,93.85,41.15,0.0
2025-08-23,CUST-01591,Product D,Apparel,East,2,81.0,55.35,25.65,0.0
2025-08-23,CUST-02157,Product A,Electronics,East,3,564.3,329.3,235.0,5.0
2025-08-23,CUST-01388,Product C,Home & Kitchen,North,4,332.35,256.85,75.5,15.0
2025-08-23,CUST-00388,Product B,Electronics,South,1,340.0,227.39,112.61,0.0
2025-08-23,CUST-02263,Product A,Electronics,East,3,594.0,397.46,196.54,0.0
2025-08-23,CUST-02038,Product A,Electronics,West,5,1097.25,737.78,359.47,5.0
2025-08-23,CUST-00295,Product B,Electronics,South,1,340.0,214.31,125.69,0.0
2025-08-23,CUST-02248,Product C,Home & Kitchen,West,2,178.5,122.25,56.25,0.0
2025-08-23,CUST-00652,Product A,Electronics,East,3,594.0,353.59,240.41,0.0
2025-08-23,CUST-02379,Product E,Apparel,West,5,315.0,196.2,118.8,0.0
2025-08-23,CUST-00635,Product A,Electronics,West,2,438.9,315.97,122.93,5.0
2025-08-23,CUST-01303,Product C,Home & Kitchen,North,3,234.6,185.4,49.2,20.0
2025-08-23,CUST-02139,Product A,Electronics,North,3,759.0,492.65,266.35,0.0
2025-08-23,CUST-02247,Product D,Apparel,North,5,207.0,180.03,26.97,20.0
2025-08-23,CUST-01572,Product D,Apparel,North,4,207.0,133.45,73.55,0.0
2025-08-23,CUST-02587,Product A,Electronics,North,7,1771.0,1076.0,695.0,0.0
2025-08-23,CUST-01375,Product D,Apparel,East,2,81.0,55.89,25.11,0.0
2025-08-23,CUST-01882,Product B,Electronics,South,6,1938.0,1195.93,742.07,5.0
2025-08-23,CUST-01040,Product E,Apparel,South,1,48.0,36.95,11.05,20.0
2025-08-23,CUST-00609,Product C,Home & Kitchen,South,3,255.0,156.37,98.63,0.0
2025-08-23,CUST-02141,Product E,Apparel,South,5,285.0,167.73,117.27,5.0
2025-08-23,CUST-02452,Product A,Electronics,South,5,1100.0,638.29,461.71,0.0
2025-08-23,CUST-00642,Product B,Electronics,North,2,782.0,524.75,257.25,0.0
2025-08-23,CUST-00929,Product C,Home & Kitchen,North,7,684.25,427.86,256.39,0.0
2025-08-23,CUST-00640,Product C,Home & Kitchen,West,3,267.75,156.73,111.02,0.0
2025-08-23,CUST-02932,Product C,Home & Kitchen,North,2,166.18,136.69,29.49,15.0
2025-08-23,CUST-01499,Product A,Electronics,East,4,752.4,494.43,257.97,5.0
2025-08-23,CUST-01355,Product A,Electronics,South,2,374.0,276.84,97.16,15.0
2025-08-23,CUST-01997,Product C,Home & Kitchen,West,4,357.0,214.79,142.21,0.0
2025-08-23,CUST-00014,Product D,Apparel,North,4,196.65,125.4,71.25,5.0
2025-08-23,CUST-02997,Product C,Home & Kitchen,West,4,339.15,209.87,129.28,5.0
2025-08-23,CUST-01475,Product A,Electronics,South,7,1232.0,1051.06,180.94,20.0
2025-08-23,CUST-02116,Product A,Electronics,East,3,594.0,370.06,223.94,0.0
2025-08-23,CUST-00757,Product A,Electronics,South,2,374.0,243.02,130.98,15.0
2025-08-24,CUST-00510,Product A,Electronics,North,3,721.05,515.47,205.58,5.0
2025-08-24,CUST-01648,Product B,Electronics,East,2,550.8,379.49,171.31,10.0
2025-08-24,CUST-00962,Product C,Home & Kitchen,North,3,249.26,177.62,71.64,15.0
2025-08-24,CUST-00869,Product B,Electronics,South,3,1020.0,641.01,378.99,0.0
2025-08-24,CUST-00171,Product C,Home & Kitchen,South,4,340.0,233.7,106.3,0.0
2025-08-24,CUST-02738,Product B,Electronics,South,4,1292.0,770.06,521.94,5.0
2025-08-24,CUST-02979,Product A,Electronics,South,1,220.0,145.33,74.67,0.0
2025-08-24,CUST-00661,Product B,Electronics,South,3,1020.0,586.77,433.23,0.0
2025-08-24,CUST-02485,Product A,Electronics,West,2,438.9,255.88,183.02,5.0
2025-08-24,CUST-00876,Product E,Apparel,East,5,256.5,168.95,87.55,5.0
2025-08-24,CUST-00664,Product A,Electronics,East,1,198.0,134.2,63.8,0.0
2025-08-24,CUST-00421,Product A,Electronics,East,4,712.8,502.05,210.75,10.0
2025-08-24,CUST-00215,Product C,Home & Kitchen,North,5,439.87,325.58,114.29,10.0
2025-08-24,CUST-00776,Product A,Electronics,West,2,462.0,313.28,148.72,0.0
2025-08-24,CUST-02815,Product B,Electronics,East,2,612.0,398.52,213.48,0.0
2025-08-24,CUST-01977,Product C,Home & Kitchen,South,6,484.5,286.73,197.77,5.0
2025-08-24,CUST-02746,Product E,Apparel,North,1,55.2,45.02,10.18,20.0
2025-08-24,CUST-02273,Product A,Electronics,West,1,231.0,148.38,82.62,0.0
2025-08-24,CUST-01382,Product E,Apparel,East,6,324.0,203.31,120.69,0.0
2025-08-24,CUST-00177,Product D,Apparel,South,2,90.0,52.1,37.9,0.0
2025-08-24,CUST-00945,Product C,Home & Kitchen,North,6,557.17,392.92,164.25,5.0
2025-08-24,CUST-01079,Product C,Home & Kitchen,East,1,68.85,50.11,18.74,10.0
2025-08-24,CUST-01502,Product A,Electronics,North,2,506.0,300.24,205.76,0.0
2025-08-24,CUST-02096,Product E,Apparel,South,2,120.0,69.79,50.21,0.0
2025-08-24,CUST-01877,Product E,Apparel,West,1,53.55,38.54,15.01,15.0
2025-08-24,CUST-00538,Product B,Electronics,East,8,2448.0,1431.78,1016.22,0.0
2025-08-24,CUST-00085,Product D,Apparel,West,2,94.5,54.01,40.49,0.0
2025-08-24,CUST-00478,Product E,Apparel,West,1,53.55,41.21,12.34,15.0
2025-08-24,CUST-00385,Product A,Electronics,North,2,506.0,301.75,204.25,0.0
2025-08-24,CUST-01965,Product C,Home & Kitchen,North,1,87.98,56.65,31.33,10.0
2025-08-24,CUST-02945,Product A,Electronics,North,2,506.0,349.13,156.87,0.0
